0,1,2,2,4,0.995372,1,3,5,1
1,0,1,2,4,0.9989349,0,4,4,1
2,1,0,2,4,0.03904846,1,3,3,1
1,3,2,2,4,0.8962446,0,5,5,1
1,0,0,2,4,0.6233342,1,4,5,1
0,3,1,2,4,0.8977554,0,5,5,1
0,2,3,2,4,0.9999998,0,5,5,1
1,0,2,2,4,0.9988068,0,4,5,1
1,1,3,2,4,0.9991778,0,5,5,1
2,1,3,2,4,0.9743427,1,5,5,1
0,0,1,2,4,0.829757,0,4,5,1
2,3,3,2,4,0.7779438,1,4,4,1
1,2,1,2,4,0.9991425,0,5,5,1
2,3,0,2,4,0.9972388,1,5,5,1
0,3,2,2,4,0.9995942,0,5,5,1
1,3,0,2,4,0.9992067,0,5,5,1
0,2,1,2,4,0.9998456,1,5,5,1
1,1,2,2,4,0.9991326,0,5,5,1
0,3,3,2,4,0.9998132,0,5,5,1
2,0,1,2,4,0.03126552,1,2,3,1
2,3,1,2,4,0.9946811,0,4,4,1
0,2,0,2,4,0.8783859,1,5,5,1
0,1,1,2,4,0.9999992,0,5,5,1
0,1,0,2,4,0.9982211,1,4,5,1
0,2,2,2,4,0.9998091,0,5,5,1
2,0,3,2,4,0.8630422,1,3,4,1
1,0,3,2,4,0.99937,0,5,5,1
0,0,0,2,4,0.97927,1,4,5,1
1,1,1,2,4,0.984154,1,5,5,1
2,3,2,2,4,0.06144607,1,5,5,1
2,2,2,2,4,0.9234887,1,4,5,1
2,0,2,2,4,0.9877759,0,5,5,1
2,0,0,2,4,0.9859067,1,5,5,1
1,2,0,2,4,0.6783623,0,4,4,1
2,2,0,2,4,0.02691037,1,5,5,1
2,2,3,2,4,0.03030943,0,4,4,1
1,3,3,2,4,0.9988965,0,5,4,1
2,2,1,2,4,0.9983448,1,5,5,1
1,1,0,2,4,0.9880521,1,3,4,1
0,1,3,2,4,0.9998885,0,5,5,1
0,3,0,2,4,0.9999991,0,5,5,1
2,1,2,2,4,0.9565473,1,5,5,1
1,2,2,2,4,0.9989163,0,5,5,1
0,0,2,2,4,0.9999987,0,5,5,1
1,3,1,2,4,0.9992586,0,4,5,1
0,0,3,2,4,0.9999391,0,5,5,1
1,2,3,2,4,0.9989869,0,5,5,1
2,1,1,2,4,0.02767696,1,5,5,1
1,1,0,6,5,0.998755,1,4,5,1
1,0,3,6,5,0.9976515,0,4,4,2
0,1,0,6,5,0.997282,1,5,4,1
2,0,2,6,5,0.9402926,0,5,5,2
2,3,0,6,5,0.9602426,0,4,3,1
2,2,1,6,5,0.8963903,0,4,5,1
2,2,2,6,5,0.9492413,0,2,4,2
1,0,1,6,5,0.995203,0,5,4,2
2,1,0,6,5,0.9692709,0,2,5,1
1,1,1,6,5,0.9717389,0,5,5,3
0,1,1,6,5,1,0,2,4,1
0,3,0,6,5,0.9814143,0,1,3,1
2,3,1,6,5,0.818398,0,1,2,1
2,0,3,6,5,0.9604061,0,5,5,3
2,2,3,6,5,0.8837944,0,2,3,2
1,0,2,6,5,0.977891,0,5,5,4
2,1,2,6,5,0.9583462,0,4,4,2
1,2,1,6,5,0.9972441,0,3,4,1
1,3,0,6,5,0.9947372,0,5,4,1
2,0,0,6,5,0.9844182,0,1,4,1
0,3,3,6,5,0.9758646,0,1,2,3
0,0,0,6,5,0.9895146,1,2,3,1
2,1,1,6,5,0.9194109,1,4,5,2
1,2,3,6,5,0.9834214,0,3,4,3
0,1,2,6,5,0.9438417,0,1,3,2
2,0,1,6,5,0.9018424,1,4,4,2
2,1,3,6,5,0.9371686,0,3,4,3
1,0,0,6,5,0.9997895,0,5,5,1
1,3,1,6,5,0.9853197,0,4,4,2
0,2,3,6,5,0.987964,0,2,4,2
0,3,1,6,5,0.9782693,0,1,2,1
1,2,0,6,5,0.9961333,0,4,4,1
0,3,2,6,5,0.9841763,0,4,5,2
0,0,1,6,5,0.9999999,1,5,5,1
1,3,2,6,5,0.9846797,0,2,4,2
0,0,2,6,5,0.9936677,0,3,4,1
0,1,3,6,5,0.9983093,1,4,5,2
1,2,2,6,5,0.9997778,0,5,5,2
0,0,3,6,5,0.9849588,0,5,5,2
0,2,0,6,5,0.9704523,0,2,5,1
1,1,3,6,5,0.9898589,0,4,5,1
1,3,3,6,5,0.9998128,1,3,5,1
2,3,3,6,5,0.9773666,0,2,5,1
2,3,2,6,5,0.9581836,1,4,5,2
2,2,0,6,5,0.9900259,1,4,5,1
0,2,1,6,5,0.9690241,0,2,5,2
0,2,2,6,5,0.972952,0,2,4,2
1,1,2,6,5,0.9455848,0,4,4,1
0,3,0,5,6,0.9950313,0,5,4,3
2,1,1,5,6,0.963644,0,4,5,4
2,2,3,5,6,0.9817874,0,3,4,4
0,1,3,5,6,0.9999144,0,4,5,4
1,0,0,5,6,0.9792354,0,2,2,2
0,2,1,5,6,0.999934,0,4,3,3
1,1,0,5,6,0.9974941,0,3,2,3
0,2,2,5,6,0.9992997,0,5,5,4
2,3,1,5,6,0.9955552,0,4,4,2
1,3,0,5,6,0.9981445,0,4,2,3
0,1,2,5,6,0.9998619,0,3,5,4
0,0,2,5,6,0.9999444,0,5,5,5
2,0,3,5,6,0.9854341,0,3,4,5
1,3,3,5,6,0.9962448,0,2,2,4
0,0,1,5,6,0.9999788,0,3,4,3
2,3,0,5,6,0.9617121,0,3,2,3
2,3,3,5,6,0.9995704,0,4,5,4
2,0,0,5,6,0.9879574,0,3,2,3
2,0,1,5,6,0.9983844,0,4,3,4
1,1,1,5,6,0.9730023,0,2,3,3
1,1,3,5,6,0.9964512,0,3,2,4
2,2,1,5,6,0.9935532,0,5,5,3
0,1,1,5,6,0.9997126,0,3,4,3
1,2,0,5,6,0.978274,0,4,4,3
0,0,0,5,6,0.9685234,1,2,3,3
2,1,2,5,6,0.9978326,0,4,4,4
0,0,3,5,6,0.9998223,0,4,5,4
1,0,2,5,6,0.9988033,0,4,4,4
0,2,3,5,6,0.9968445,0,2,2,4
1,0,1,5,6,0.9999273,0,4,4,3
1,1,2,5,6,0.997869,0,3,4,4
2,3,2,5,6,0.9658856,0,3,3,4
2,1,3,5,6,0.9889925,0,4,4,4
1,0,3,5,6,0.9994769,0,3,2,4
2,2,2,5,6,0.9819264,0,5,5,4
0,2,0,5,6,0.9999999,0,3,3,2
